"","DataSet","n","GeneSymbol","GeneID","GeneName","Chr","FoldChange","Regulation","FDR","Location","Type","Depleted","SCNT","miNT","TSA","FoldChange_allR"
"156","Srirattana2017_SF2",NA,"GALNT1","282241","polypeptide N-acetylgalactosaminyltransferase 1",NA,3.863745316,"Down",0.0117,"Cytoplasm","enzyme",1,0,1,1,-3.863745316
"157","Srirattana2017_SF2",NA,"HMGA1","618849","high mobility group AT-hook 1",NA,4.921165379,"Up",0.0117,"Nucleus","transcription regulator",1,0,1,1,4.921165379
"158","Srirattana2017_SF2",NA,"IGSF3","530939","immunoglobulin superfamily member 3",NA,95.141311,"Up",0.0117,"Plasma Membrane","other",1,0,1,1,95.141311
"159","Srirattana2017_SF2",NA,"PIAS1","509231","protein inhibitor of activated STAT 1",NA,3.363585661,"Down",0.0117,"Nucleus","transcription regulator",1,0,1,1,-3.363585661
"160","Srirattana2017_SF2",NA,"RPS6","787914","ribosomal protein S6",NA,2.924114897,"Down",0.0117,"Cytoplasm","other",1,0,1,1,-2.924114897
"161","Srirattana2017_SF2",NA,"SND1","404098","staphylococcal nuclease and tudor domain containing 1",NA,3.565241984,"Up",0.0117,"Nucleus","enzyme",1,0,1,1,3.565241984
"162","Srirattana2017_SF2",NA,"STEAP3","504235","STEAP3 metalloreductase",NA,6.475537732,"Up",0.0117,"Cytoplasm","transporter",1,0,1,1,6.475537732
"163","Srirattana2017_SF2",NA,"ZNF644","539923","zinc finger protein 644",NA,5.348001982,"Down",0.0117,"Nucleus","other",1,0,1,1,-5.348001982
"164","Srirattana2017_SF2",NA,"CBR4","533020","carbonyl reductase 4",NA,3.538161741,"Down",0.0118,"Cytoplasm","enzyme",1,0,1,1,-3.538161741
"165","Srirattana2017_SF2",NA,"DZIP3","537349","DAZ interacting zinc finger protein 3",NA,16.14482614,"Down",0.0118,"Cytoplasm","enzyme",1,0,1,1,-16.14482614
"166","Srirattana2017_SF2",NA,"SEC63","541040","SEC63 homolog, protein translocation regulator",NA,3.20427951,"Down",0.0118,"Cytoplasm","transporter",1,0,1,1,-3.20427951
"167","Srirattana2017_SF2",NA,"SLC39A14","515437","solute carrier family 39 member 14",NA,6.507033585,"Up",0.0118,"Plasma Membrane","transporter",1,0,1,1,6.507033585
"168","Srirattana2017_SF2",NA,"UQCRB","616871","ubiquinol-cytochrome c reductase binding protein",NA,4.03900519,"Down",0.0118,"Cytoplasm","enzyme",1,0,1,1,-4.03900519
"169","Srirattana2017_SF2",NA,"ZC3H10","507466","zinc finger CCCH-type containing 10",NA,82.19621178,"Up",0.0118,"Other","other",1,0,1,1,82.19621178
"170","Srirattana2017_SF2",NA,"ZCCHC11","528986","zinc finger CCHC-type containing 11",NA,3.701217712,"Down",0.0118,"Nucleus","enzyme",1,0,1,1,-3.701217712
"171","Srirattana2017_SF2",NA,"RAD50","788127","RAD50 double strand break repair protein",NA,5.169411323,"Down",0.0119,"Nucleus","enzyme",1,0,1,1,-5.169411323
"172","Srirattana2017_SF2",NA,"ZMYM1","527379","zinc finger MYM-type containing 1",NA,3.89061979,"Down",0.0119,"Other","other",1,0,1,1,-3.89061979
"173","Srirattana2017_SF2",NA,"LIN7C","510125","lin-7 homolog C, crumbs cell polarity complex component",NA,4.459864875,"Down",0.012,"Cytoplasm","other",1,0,1,1,-4.459864875
"174","Srirattana2017_SF2",NA,"CEP290","282707","centrosomal protein 290",NA,6.426351974,"Down",0.0122,"Cytoplasm","transcription regulator",1,0,1,1,-6.426351974
"175","Srirattana2017_SF2",NA,"CRIPT","617723","CXXC repeat containing interactor of PDZ3 domain",NA,4.707626949,"Down",0.0122,"Cytoplasm","other",1,0,1,1,-4.707626949
"176","Srirattana2017_SF2",NA,"FAM96A","512871","family with sequence similarity 96 member A",NA,2.785622961,"Down",0.0122,"Extracellular Space","other",1,0,1,1,-2.785622961
"177","Srirattana2017_SF2",NA,"FKBP1A","614795","FK506 binding protein 1A",NA,2.472550522,"Down",0.0122,"Cytoplasm","enzyme",1,0,1,1,-2.472550522
"178","Srirattana2017_SF2",NA,"SMIM19","515895","small integral membrane protein 19",NA,4.972598676,"Down",0.0122,"Nucleus","other",1,0,1,1,-4.972598676
"179","Srirattana2017_SF2",NA,"ARRB2","281638","arrestin beta 2",NA,60.38004806,"Up",0.0125,"Cytoplasm","other",1,0,1,1,60.38004806
"180","Srirattana2017_SF2",NA,"GPR137","505015","G protein-coupled receptor 137",NA,67.46185109,"Up",0.0125,"Other","other",1,0,1,1,67.46185109
"181","Srirattana2017_SF2",NA,"PHAX","507478","phosphorylated adaptor for RNA export",NA,3.494291584,"Down",0.0125,"Cytoplasm","other",1,0,1,1,-3.494291584
"182","Srirattana2017_SF2",NA,"DNAJC2","507897","DnaJ heat shock protein family (Hsp40) member C2",NA,3.752884786,"Down",0.0126,"Nucleus","other",1,0,1,1,-3.752884786
"183","Srirattana2017_SF2",NA,"GNAI3","539521","G protein subunit alpha i3",NA,2.764464413,"Down",0.0126,"Cytoplasm","enzyme",1,0,1,1,-2.764464413
"184","Srirattana2017_SF2",NA,"JMJD1C","781067","jumonji domain containing 1C",NA,3.950403446,"Down",0.0126,"Nucleus","other",1,0,1,1,-3.950403446
"185","Srirattana2017_SF2",NA,"SNRNP200","510529","small nuclear ribonucleoprotein U5 subunit 200",NA,5.281691364,"Up",0.0126,"Nucleus","enzyme",1,0,1,1,5.281691364
"186","Srirattana2017_SF2",NA,"CEP83","618145","centrosomal protein 83",NA,4.34693945,"Down",0.013,"Extracellular Space","other",1,0,1,1,-4.34693945
"187","Srirattana2017_SF2",NA,"DNM2","511691","dynamin 2",NA,15.11595266,"Up",0.013,"Plasma Membrane","enzyme",1,0,1,1,15.11595266
"188","Srirattana2017_SF2",NA,"SCEL","784362","sciellin",NA,5.370290011,"Down",0.013,"Cytoplasm","other",1,0,1,1,-5.370290011
"189","Srirattana2017_SF2",NA,"TOP1","534799","topoisomerase (DNA) I",NA,3.424753138,"Down",0.013,"Nucleus","enzyme",1,0,1,1,-3.424753138
"190","Srirattana2017_SF2",NA,"YES1","507632","YES proto-oncogene 1, Src family tyrosine kinase",NA,3.240013895,"Down",0.013,"Cytoplasm","kinase",1,0,1,1,-3.240013895
"191","Srirattana2017_SF2",NA,"MAF1","512498","MAF1 homolog, negative regulator of RNA polymerase III",NA,81.62844107,"Up",0.0132,"Nucleus","other",1,0,1,1,81.62844107
"192","Srirattana2017_SF2",NA,"ARF4","518601","ADP ribosylation factor 4",NA,3.543070076,"Down",0.0134,"Cytoplasm","enzyme",1,0,1,1,-3.543070076
"193","Srirattana2017_SF2",NA,"ANXA3","518050","annexin A3",NA,6.439729101,"Down",0.0136,"Cytoplasm","enzyme",1,0,1,1,-6.439729101
"194","Srirattana2017_SF2",NA,"CRAMP1L",NA,"cramped chromatin regulator homolog 1",NA,53.92939709,"Up",0.0136,"Other","other",1,0,1,1,53.92939709
"195","Srirattana2017_SF2",NA,"RPL7","514966","ribosomal protein L7",NA,15.23164654,"Down",0.0136,"Nucleus","transcription regulator",1,0,1,1,-15.23164654
"196","Srirattana2017_SF2",NA,"PRKAA1","540404","protein kinase AMP-activated catalytic subunit alpha 1",NA,5.014132082,"Down",0.0137,"Cytoplasm","kinase",1,0,1,1,-5.014132082
"197","Srirattana2017_SF2",NA,"ZRANB2","508905","zinc finger RANBP2-type containing 2",NA,3.262549973,"Down",0.0137,"Nucleus","transcription regulator",1,0,1,1,-3.262549973
"198","Srirattana2017_SF2",NA,"CAPZA2","493728","capping actin protein of muscle Z-line alpha subunit 2",NA,3.58258268,"Down",0.014,"Cytoplasm","other",1,0,1,1,-3.58258268
"199","Srirattana2017_SF2",NA,"HIP1","505919","huntingtin interacting protein 1",NA,5.79175269,"Up",0.014,"Cytoplasm","other",1,0,1,1,5.79175269
"200","Srirattana2017_SF2",NA,"ZNF638","517669","zinc finger protein 638",NA,2.529759085,"Down",0.014,"Nucleus","other",1,0,1,1,-2.529759085
"201","Srirattana2017_SF2",NA,"ANKRD28","529062","ankyrin repeat domain 28",NA,3.398739997,"Down",0.0143,"Cytoplasm","other",1,0,1,1,-3.398739997
"202","Srirattana2017_SF2",NA,"CFL2","539332","cofilin 2",NA,9.673245407,"Down",0.0143,"Extracellular Space","other",1,0,1,1,-9.673245407
"203","Srirattana2017_SF2",NA,"CLIP1","534624","CAP-Gly domain containing linker protein 1",NA,2.820595921,"Down",0.0143,"Cytoplasm","other",1,0,1,1,-2.820595921
"204","Srirattana2017_SF2",NA,"KRCC1","507166","lysine rich coiled-coil 1",NA,6.224681412,"Down",0.0143,"Extracellular Space","other",1,0,1,1,-6.224681412
"205","Srirattana2017_SF2",NA,"MSL3","515220","male-specific lethal 3 homolog (Drosophila)",NA,4.041805786,"Down",0.0143,"Nucleus","transcription regulator",1,0,1,1,-4.041805786
"206","Srirattana2017_SF2",NA,"MYO1C","281937","myosin IC",NA,11.92568309,"Up",0.0143,"Cytoplasm","other",1,0,1,1,11.92568309
"207","Srirattana2017_SF2",NA,"NCOA1","525346","nuclear receptor coactivator 1",NA,2.897884309,"Down",0.0143,"Nucleus","transcription regulator",1,0,1,1,-2.897884309
"208","Srirattana2017_SF2",NA,"PPIG","783720","peptidylprolyl isomerase G",NA,6.025161867,"Down",0.0143,"Nucleus","enzyme",1,0,1,1,-6.025161867
"209","Srirattana2017_SF2",NA,"PRPF8","507371","pre-mRNA processing factor 8",NA,3.202059243,"Up",0.0143,"Nucleus","other",1,0,1,1,3.202059243
"210","Srirattana2017_SF2",NA,"REEP5","617543","receptor accessory protein 5",NA,4.550420911,"Down",0.0143,"Extracellular Space","transporter",1,0,1,1,-4.550420911
"211","Srirattana2017_SF2",NA,"YTHDF1","538525","YTH N6-methyladenosine RNA binding protein 1",NA,24.47098045,"Up",0.0143,"Other","other",1,0,1,1,24.47098045
"212","Srirattana2017_SF2",NA,"RAP2C","515181","RAP2C, member of RAS oncogene family",NA,3.912253894,"Down",0.0145,"Cytoplasm","enzyme",1,0,1,1,-3.912253894
"213","Srirattana2017_SF2",NA,"FN1","280794","fibronectin 1",NA,2.134650676,"Up",0.0146,"Extracellular Space","enzyme",1,0,1,1,2.134650676
"214","Srirattana2017_SF2",NA,"MYH9","404108","myosin, heavy chain 9, non-muscle",NA,3.778988164,"Up",0.0146,"Cytoplasm","enzyme",1,0,1,1,3.778988164
"215","Srirattana2017_SF2",NA,"PICALM","513579","phosphatidylinositol binding clathrin assembly protein",NA,2.577549261,"Down",0.0146,"Cytoplasm","other",1,0,1,1,-2.577549261
"216","Srirattana2017_SF2",NA,"ITGA5","281873","integrin subunit alpha 5",NA,6.012645912,"Up",0.0148,"Plasma Membrane","transmembrane receptor",1,0,1,1,6.012645912
"217","Srirattana2017_SF2",NA,"TMEM33","614879","transmembrane protein 33",NA,3.235525393,"Down",0.0148,"Cytoplasm","other",1,0,1,1,-3.235525393
"218","Srirattana2017_SF2",NA,"AP5S1","618505","adaptor related protein complex 5 sigma 1 subunit",NA,77.43962171,"Up",0.015,"Cytoplasm","other",1,0,1,1,77.43962171
"219","Srirattana2017_SF2",NA,"HERC4","533336","HECT and RLD domain containing E3 ubiquitin protein ligase 4",NA,3.76069681,"Down",0.015,"Cytoplasm","enzyme",1,0,1,1,-3.76069681
"220","Srirattana2017_SF2",NA,"LARGE","506466","LARGE xylosyl- and glucuronyltransferase 1",NA,44.01733818,"Up",0.015,"Cytoplasm","enzyme",1,0,1,1,44.01733818
"221","Srirattana2017_SF2",NA,"PRDM14","100140032","PR domain 14",NA,88.34031062,"Up",0.015,"Nucleus","other",1,0,1,1,88.34031062
"222","Srirattana2017_SF2",NA,"MED25","533865","mediator complex subunit 25",NA,74.18214092,"Up",0.0152,"Nucleus","other",1,0,1,1,74.18214092
"223","Srirattana2017_SF2",NA,"C8H9orf72","506309",NA,NA,5.03851992,"Down",0.0153,"Undetermined",NA,1,0,1,1,-5.03851992
"224","Srirattana2017_SF2",NA,"RBBP8","512977","RB binding protein 8, endonuclease",NA,2.946495372,"Down",0.0153,"Nucleus","enzyme",1,0,1,1,-2.946495372
"225","Srirattana2017_SF2",NA,"THOC7","510250","THO complex 7",NA,6.77865948,"Down",0.0155,"Nucleus","other",1,0,1,1,-6.77865948
"226","Srirattana2017_SF2",NA,"MAGT1","100301169","magnesium transporter 1",NA,3.706352248,"Down",0.0156,"Plasma Membrane","enzyme",1,0,1,1,-3.706352248
"227","Srirattana2017_SF2",NA,"RBBP6","282034","RB binding protein 6, ubiquitin ligase",NA,3.755486989,"Down",0.0161,"Nucleus","enzyme",1,0,1,1,-3.755486989
"228","Srirattana2017_SF2",NA,"BCL2L1","282152","BCL2 like 1",NA,14.60104782,"Up",0.0163,"Cytoplasm","other",1,0,1,1,14.60104782
"229","Srirattana2017_SF2",NA,"PSMD12","538204","proteasome 26S subunit, non-ATPase 12",NA,2.956724863,"Down",0.0163,"Cytoplasm","other",1,0,1,1,-2.956724863
"230","Srirattana2017_SF2",NA,"TMEM68","534013","transmembrane protein 68",NA,6.708545476,"Down",0.0163,"Other","other",1,0,1,1,-6.708545476
"231","Srirattana2017_SF2",NA,"KIF18B","511170","kinesin family member 18B",NA,40.11305665,"Up",0.0165,"Cytoplasm","other",1,0,1,1,40.11305665
"232","Srirattana2017_SF2",NA,"KIF20B","514679","kinesin family member 20B",NA,5.771714747,"Down",0.0166,"Nucleus","enzyme",1,0,1,1,-5.771714747
"233","Srirattana2017_SF2",NA,"EIF3I","521747","eukaryotic translation initiation factor 3 subunit I",NA,3.533260206,"Up",0.0169,"Cytoplasm","translation regulator",1,0,1,1,3.533260206
"234","Srirattana2017_SF2",NA,"UBR4","514561","ubiquitin protein ligase E3 component n-recognin 4",NA,6.298463813,"Up",0.017,"Nucleus","enzyme",1,0,1,1,6.298463813
"235","Srirattana2017_SF2",NA,"VPS51","525567","VPS51, GARP complex subunit",NA,41.58525,"Up",0.017,"Cytoplasm","other",1,0,1,1,41.58525
"236","Srirattana2017_SF2",NA,"XRN1","540834","5'-3' exoribonuclease 1",NA,3.363585661,"Down",0.017,"Cytoplasm","enzyme",1,0,1,1,-3.363585661
"237","Srirattana2017_SF2",NA,"NSRP1","539841","nuclear speckle splicing regulatory protein 1",NA,4.833271374,"Down",0.0171,"Nucleus","other",1,0,1,1,-4.833271374
"238","Srirattana2017_SF2",NA,"VPS29","513840","VPS29, retromer complex component",NA,3.420008712,"Down",0.0171,"Cytoplasm","transporter",1,0,1,1,-3.420008712
"239","Srirattana2017_SF2",NA,"FABP5","281760","fatty acid binding protein 5",NA,7.868016592,"Down",0.0177,"Cytoplasm","transporter",1,0,1,1,-7.868016592
"240","Srirattana2017_SF2",NA,"FAM208A","510095","family with sequence similarity 208 member A",NA,2.770218936,"Down",0.0177,"Other","other",1,0,1,1,-2.770218936
"241","Srirattana2017_SF2",NA,"PRPF39","505547","pre-mRNA processing factor 39",NA,3.224331326,"Down",0.0177,"Nucleus","other",1,0,1,1,-3.224331326
"242","Srirattana2017_SF2",NA,"EIF3CL","534882","eukaryotic translation initiation factor 3 subunit C-like",NA,3.403454918,"Up",0.0179,"Other","other",1,0,1,1,3.403454918
"243","Srirattana2017_SF2",NA,"HNRNPA1","505093","heterogeneous nuclear ribonucleoprotein A1",NA,3.37760355,"Down",0.0179,"Nucleus","other",1,0,1,1,-3.37760355
"244","Srirattana2017_SF2",NA,"NRAS","506322","neuroblastoma RAS viral oncogene homolog",NA,2.869899069,"Down",0.0179,"Plasma Membrane","enzyme",1,0,1,1,-2.869899069
"245","Srirattana2017_SF2",NA,"PI4K2B","521790","phosphatidylinositol 4-kinase type 2 beta",NA,6.676074249,"Down",0.0179,"Cytoplasm","kinase",1,0,1,1,-6.676074249
"246","Srirattana2017_SF2",NA,"SSSCA1","511466","Sjogren syndrome/scleroderma autoantigen 1",NA,72.30382173,"Up",0.0179,"Other","other",1,0,1,1,72.30382173
"247","Srirattana2017_SF2",NA,"TMED5","534351","transmembrane p24 trafficking protein 5",NA,4.556733509,"Down",0.0179,"Cytoplasm","other",1,0,1,1,-4.556733509
"248","Srirattana2017_SF2",NA,"U2AF2","507895","U2 small nuclear RNA auxiliary factor 2",NA,34.65520146,"Up",0.0179,"Nucleus","other",1,0,1,1,34.65520146
"249","Srirattana2017_SF2",NA,"RHOA","338049","ras homolog family member A",NA,2.168954818,"Down",0.0182,"Cytoplasm","enzyme",1,0,1,1,-2.168954818
"250","Srirattana2017_SF2",NA,"ZC3H15","535102","zinc finger CCCH-type containing 15",NA,3.429504147,"Down",0.0182,"Nucleus","other",1,0,1,1,-3.429504147
"251","Srirattana2017_SF2",NA,"ERC1","519271","ELKS/RAB6-interacting/CAST family member 1",NA,9.324329585,"Up",0.0183,"Cytoplasm","other",1,0,1,1,9.324329585
"252","Srirattana2017_SF2",NA,"HSPA5","415113","heat shock protein family A (Hsp70) member 5",NA,2.642676811,"Down",0.0185,"Cytoplasm","enzyme",1,0,1,1,-2.642676811
"253","Srirattana2017_SF2",NA,"RASA2","533491","RAS p21 protein activator 2",NA,5.194554411,"Down",0.0185,"Cytoplasm","other",1,0,1,1,-5.194554411
"254","Srirattana2017_SF2",NA,"SNX4","519597","sorting nexin 4",NA,3.285242803,"Down",0.0185,"Cytoplasm","transporter",1,0,1,1,-3.285242803
"255","Srirattana2017_SF2",NA,"CNOT6","534707","CCR4-NOT transcription complex subunit 6",NA,3.540615058,"Down",0.0187,"Nucleus","enzyme",1,0,1,1,-3.540615058
"256","Srirattana2017_SF2",NA,"MYADM","506295","myeloid associated differentiation marker",NA,5.700150457,"Up",0.0187,"Nucleus","other",1,0,1,1,5.700150457
"257","Srirattana2017_SF2",NA,"RND3","783333","Rho family GTPase 3",NA,2.834314793,"Down",0.0187,"Cytoplasm","enzyme",1,0,1,1,-2.834314793
"258","Srirattana2017_SF2",NA,"RNFT1","616080","ring finger protein, transmembrane 1",NA,6.588728138,"Down",0.0187,"Other","other",1,0,1,1,-6.588728138
"259","Srirattana2017_SF2",NA,"TMEM219","506622","transmembrane protein 219",NA,87.00340748,"Up",0.0187,"Plasma Membrane","other",1,0,1,1,87.00340748
"260","Srirattana2017_SF2",NA,"CEP162","512152","centrosomal protein 162",NA,5.48313122,"Down",0.019,"Nucleus","other",1,0,1,1,-5.48313122
"261","Srirattana2017_SF2",NA,"FHL3","504795","four and a half LIM domains 3",NA,80.72815417,"Up",0.019,"Plasma Membrane","other",1,0,1,1,80.72815417
"262","Srirattana2017_SF2",NA,"GNB4","525962","G protein subunit beta 4",NA,3.253516793,"Down",0.019,"Plasma Membrane","enzyme",1,0,1,1,-3.253516793
"263","Srirattana2017_SF2",NA,"TAPBP","504335","TAP binding protein (tapasin)",NA,74.90551305,"Up",0.019,"Cytoplasm","transporter",1,0,1,1,74.90551305
"264","Srirattana2017_SF2",NA,"ATMIN","781217","ATM interactor",NA,3.379945538,"Down",0.0191,"Nucleus","other",1,0,1,1,-3.379945538
"265","Srirattana2017_SF2",NA,"BCKDK","505005","branched chain ketoacid dehydrogenase kinase",NA,68.16692502,"Up",0.0191,"Cytoplasm","kinase",1,0,1,1,68.16692502
"266","Srirattana2017_SF2",NA,"CALM","326597",NA,NA,4.304960499,"Down",0.0191,"Undetermined",NA,1,0,1,1,-4.304960499
"267","Srirattana2017_SF2",NA,"DDB1","511951","damage specific DNA binding protein 1",NA,3.251262408,"Up",0.0191,"Nucleus","other",1,0,1,1,3.251262408
"268","Srirattana2017_SF2",NA,"DDHD1","338047","DDHD domain containing 1",NA,4.422922613,"Down",0.0191,"Extracellular Space","enzyme",1,0,1,1,-4.422922613
"269","Srirattana2017_SF2",NA,"ERO1L",NA,"endoplasmic reticulum oxidoreductase 1 alpha",NA,4.254530692,"Down",0.0191,"Cytoplasm","enzyme",1,0,1,1,-4.254530692
"270","Srirattana2017_SF2",NA,"FGGY","534011","FGGY carbohydrate kinase domain containing",NA,48.30163099,"Up",0.0191,"Other","other",1,0,1,1,48.30163099
"271","Srirattana2017_SF2",NA,"HTATSF1","526910","HIV-1 Tat specific factor 1",NA,3.267075964,"Down",0.0191,"Nucleus","transcription regulator",1,0,1,1,-3.267075964
"272","Srirattana2017_SF2",NA,"MAGI3","532952","membrane associated guanylate kinase, WW and PDZ domain containing 3",NA,2.722628233,"Down",0.0191,"Cytoplasm","kinase",1,0,1,1,-2.722628233
"273","Srirattana2017_SF2",NA,"MGLL","505290","monoglyceride lipase",NA,79.78247643,"Up",0.0191,"Plasma Membrane","enzyme",1,0,1,1,79.78247643
"274","Srirattana2017_SF2",NA,"MSMO1","504481","methylsterol monooxygenase 1",NA,5.00024921,"Down",0.0191,"Cytoplasm","enzyme",1,0,1,1,-5.00024921
"275","Srirattana2017_SF2",NA,"MTIF3","509987","mitochondrial translational initiation factor 3",NA,31.21137477,"Up",0.0191,"Cytoplasm","translation regulator",1,0,1,1,31.21137477
"276","Srirattana2017_SF2",NA,"NDNL2",NA,"NSE3 homolog, SMC5-SMC6 complex component",NA,5.070050088,"Down",0.0191,"Nucleus","other",1,0,1,1,-5.070050088
"277","Srirattana2017_SF2",NA,"PDCD11","526867","programmed cell death 11",NA,48.20129493,"Up",0.0191,"Nucleus","other",1,0,1,1,48.20129493
"278","Srirattana2017_SF2",NA,"PPRC1","513279","peroxisome proliferator-activated receptor gamma, coactivator-related 1",NA,5.314743256,"Up",0.0191,"Nucleus","transcription regulator",1,0,1,1,5.314743256
"279","Srirattana2017_SF2",NA,"PRRG4","616767","proline rich and Gla domain 4",NA,6.671448351,"Down",0.0191,"Plasma Membrane","other",1,0,1,1,-6.671448351
"280","Srirattana2017_SF2",NA,"PTP4A2","614435","protein tyrosine phosphatase type IVA, member 2",NA,2.565073206,"Down",0.0191,"Cytoplasm","phosphatase",1,0,1,1,-2.565073206
"281","Srirattana2017_SF2",NA,"S100A16","505679","S100 calcium binding protein A16",NA,5.700150457,"Up",0.0191,"Nucleus","other",1,0,1,1,5.700150457
"282","Srirattana2017_SF2",NA,"SMARCA4","414274","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",NA,8.603955124,"Up",0.0191,"Nucleus","transcription regulator",1,0,1,1,8.603955124
"283","Srirattana2017_SF2",NA,"ZCRB1","504536","zinc finger CCHC-type and RNA binding motif containing 1",NA,3.739900791,"Down",0.0191,"Nucleus","other",1,0,1,1,-3.739900791
"284","Srirattana2017_SF2",NA,"RAP1GDS1","282516","Rap1 GTPase-GDP dissociation stimulator 1",NA,4.016670173,"Down",0.0195,"Cytoplasm","other",1,0,1,1,-4.016670173
"285","Srirattana2017_SF2",NA,"ZNF215","529157","zinc finger protein 215",NA,3.40109664,"Down",0.0195,"Nucleus","transcription regulator",1,0,1,1,-3.40109664
"286","Srirattana2017_SF2",NA,"CNOT7","508055","CCR4-NOT transcription complex subunit 7",NA,3.347304971,"Down",0.0196,"Nucleus","transcription regulator",1,0,1,1,-3.347304971
