DataSet,n,GeneSymbol,GeneID,GeneName,Chr,FoldChange,Regulation,FDR,Location,Type,Depleted,SCNT,miNT,TSA
Srirattana2017_SF2,,CRAMP1L,NA,cramped chromatin regulator homolog 1,,53.92939709,Up,0.0136,Other,other,1,0,1,1
Srirattana2017_SF2,,RPL7,514966,ribosomal protein L7,,15.23164654,Down,0.0136,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,PRKAA1,540404,protein kinase AMP-activated catalytic subunit alpha 1,,5.014132082,Down,0.0137,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,ZRANB2,508905,zinc finger RANBP2-type containing 2,,3.262549973,Down,0.0137,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CAPZA2,493728,capping actin protein of muscle Z-line alpha subunit 2,,3.58258268,Down,0.014,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,HIP1,505919,huntingtin interacting protein 1,,5.79175269,Up,0.014,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ZNF638,517669,zinc finger protein 638,,2.529759085,Down,0.014,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ANKRD28,529062,ankyrin repeat domain 28,,3.398739997,Down,0.0143,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,CFL2,539332,cofilin 2,,9.673245407,Down,0.0143,Extracellular Space,other,1,0,1,1
Srirattana2017_SF2,,CLIP1,534624,CAP-Gly domain containing linker protein 1,,2.820595921,Down,0.0143,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,KRCC1,507166,lysine rich coiled-coil 1,,6.224681412,Down,0.0143,Extracellular Space,other,1,0,1,1
Srirattana2017_SF2,,MSL3,515220,male-specific lethal 3 homolog (Drosophila),,4.041805786,Down,0.0143,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,MYO1C,281937,myosin IC,,11.92568309,Up,0.0143,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,NCOA1,525346,nuclear receptor coactivator 1,,2.897884309,Down,0.0143,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,PPIG,783720,peptidylprolyl isomerase G,,6.025161867,Down,0.0143,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,PRPF8,507371,pre-mRNA processing factor 8,,3.202059243,Up,0.0143,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,REEP5,617543,receptor accessory protein 5,,4.550420911,Down,0.0143,Extracellular Space,transporter,1,0,1,1
Srirattana2017_SF2,,YTHDF1,538525,YTH N6-methyladenosine RNA binding protein 1,,24.47098045,Up,0.0143,Other,other,1,0,1,1
Srirattana2017_SF2,,RAP2C,515181,"RAP2C, member of RAS oncogene family",,3.912253894,Down,0.0145,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,FN1,280794,fibronectin 1,,2.134650676,Up,0.0146,Extracellular Space,enzyme,1,0,1,1
Srirattana2017_SF2,,MYH9,404108,"myosin, heavy chain 9, non-muscle",,3.778988164,Up,0.0146,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,PICALM,513579,phosphatidylinositol binding clathrin assembly protein,,2.577549261,Down,0.0146,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ITGA5,281873,integrin subunit alpha 5,,6.012645912,Up,0.0148,Plasma Membrane,transmembrane receptor,1,0,1,1
Srirattana2017_SF2,,TMEM33,614879,transmembrane protein 33,,3.235525393,Down,0.0148,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,AP5S1,618505,adaptor related protein complex 5 sigma 1 subunit,,77.43962171,Up,0.015,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,HERC4,533336,HECT and RLD domain containing E3 ubiquitin protein ligase 4,,3.76069681,Down,0.015,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,LARGE,506466,LARGE xylosyl- and glucuronyltransferase 1,,44.01733818,Up,0.015,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,PRDM14,100140032,PR domain 14,,88.34031062,Up,0.015,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,MED25,533865,mediator complex subunit 25,,74.18214092,Up,0.0152,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,C8H9orf72,506309,NA,,5.03851992,Down,0.0153,NA,NA,1,0,1,1
Srirattana2017_SF2,,RBBP8,512977,"RB binding protein 8, endonuclease",,2.946495372,Down,0.0153,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,THOC7,510250,THO complex 7,,6.77865948,Down,0.0155,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,MAGT1,100301169,magnesium transporter 1,,3.706352248,Down,0.0156,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,RBBP6,282034,"RB binding protein 6, ubiquitin ligase",,3.755486989,Down,0.0161,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,BCL2L1,282152,BCL2 like 1,,14.60104782,Up,0.0163,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,PSMD12,538204,"proteasome 26S subunit, non-ATPase 12",,2.956724863,Down,0.0163,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,TMEM68,534013,transmembrane protein 68,,6.708545476,Down,0.0163,Other,other,1,0,1,1
Srirattana2017_SF2,,KIF18B,511170,kinesin family member 18B,,40.11305665,Up,0.0165,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,KIF20B,514679,kinesin family member 20B,,5.771714747,Down,0.0166,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,EIF3I,521747,eukaryotic translation initiation factor 3 subunit I,,3.533260206,Up,0.0169,Cytoplasm,translation regulator,1,0,1,1
Srirattana2017_SF2,,UBR4,514561,ubiquitin protein ligase E3 component n-recognin 4,,6.298463813,Up,0.017,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,VPS51,525567,"VPS51, GARP complex subunit",,41.58525,Up,0.017,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,XRN1,540834,5'-3' exoribonuclease 1,,3.363585661,Down,0.017,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,NSRP1,539841,nuclear speckle splicing regulatory protein 1,,4.833271374,Down,0.0171,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,VPS29,513840,"VPS29, retromer complex component",,3.420008712,Down,0.0171,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,FABP5,281760,fatty acid binding protein 5,,7.868016592,Down,0.0177,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,FAM208A,510095,family with sequence similarity 208 member A,,2.770218936,Down,0.0177,Other,other,1,0,1,1
Srirattana2017_SF2,,PRPF39,505547,pre-mRNA processing factor 39,,3.224331326,Down,0.0177,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,EIF3CL,534882,eukaryotic translation initiation factor 3 subunit C-like,,3.403454918,Up,0.0179,Other,other,1,0,1,1
Srirattana2017_SF2,,HNRNPA1,505093,heterogeneous nuclear ribonucleoprotein A1,,3.37760355,Down,0.0179,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,NRAS,506322,neuroblastoma RAS viral oncogene homolog,,2.869899069,Down,0.0179,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,PI4K2B,521790,phosphatidylinositol 4-kinase type 2 beta,,6.676074249,Down,0.0179,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,SSSCA1,511466,Sjogren syndrome/scleroderma autoantigen 1,,72.30382173,Up,0.0179,Other,other,1,0,1,1
Srirattana2017_SF2,,TMED5,534351,transmembrane p24 trafficking protein 5,,4.556733509,Down,0.0179,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,U2AF2,507895,U2 small nuclear RNA auxiliary factor 2,,34.65520146,Up,0.0179,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,RHOA,338049,ras homolog family member A,,2.168954818,Down,0.0182,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,ZC3H15,535102,zinc finger CCCH-type containing 15,,3.429504147,Down,0.0182,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ERC1,519271,ELKS/RAB6-interacting/CAST family member 1,,9.324329585,Up,0.0183,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,HSPA5,415113,heat shock protein family A (Hsp70) member 5,,2.642676811,Down,0.0185,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,RASA2,533491,RAS p21 protein activator 2,,5.194554411,Down,0.0185,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,SNX4,519597,sorting nexin 4,,3.285242803,Down,0.0185,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,CNOT6,534707,CCR4-NOT transcription complex subunit 6,,3.540615058,Down,0.0187,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,MYADM,506295,myeloid associated differentiation marker,,5.700150457,Up,0.0187,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,RND3,783333,Rho family GTPase 3,,2.834314793,Down,0.0187,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,RNFT1,616080,"ring finger protein, transmembrane 1",,6.588728138,Down,0.0187,Other,other,1,0,1,1
Srirattana2017_SF2,,TMEM219,506622,transmembrane protein 219,,87.00340748,Up,0.0187,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,CEP162,512152,centrosomal protein 162,,5.48313122,Down,0.019,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,FHL3,504795,four and a half LIM domains 3,,80.72815417,Up,0.019,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,GNB4,525962,G protein subunit beta 4,,3.253516793,Down,0.019,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,TAPBP,504335,TAP binding protein (tapasin),,74.90551305,Up,0.019,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,ATMIN,781217,ATM interactor,,3.379945538,Down,0.0191,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,BCKDK,505005,branched chain ketoacid dehydrogenase kinase,,68.16692502,Up,0.0191,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,CALM,326597,NA,,4.304960499,Down,0.0191,NA,NA,1,0,1,1
Srirattana2017_SF2,,DDB1,511951,damage specific DNA binding protein 1,,3.251262408,Up,0.0191,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,DDHD1,338047,DDHD domain containing 1,,4.422922613,Down,0.0191,Extracellular Space,enzyme,1,0,1,1
Srirattana2017_SF2,,ERO1L,NA,endoplasmic reticulum oxidoreductase 1 alpha,,4.254530692,Down,0.0191,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,FGGY,534011,FGGY carbohydrate kinase domain containing,,48.30163099,Up,0.0191,Other,other,1,0,1,1
Srirattana2017_SF2,,HTATSF1,526910,HIV-1 Tat specific factor 1,,3.267075964,Down,0.0191,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,MAGI3,532952,"membrane associated guanylate kinase, WW and PDZ domain containing 3",,2.722628233,Down,0.0191,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,MGLL,505290,monoglyceride lipase,,79.78247643,Up,0.0191,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,MSMO1,504481,methylsterol monooxygenase 1,,5.00024921,Down,0.0191,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,MTIF3,509987,mitochondrial translational initiation factor 3,,31.21137477,Up,0.0191,Cytoplasm,translation regulator,1,0,1,1
Srirattana2017_SF2,,NDNL2,NA,"NSE3 homolog, SMC5-SMC6 complex component",,5.070050088,Down,0.0191,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PDCD11,526867,programmed cell death 11,,48.20129493,Up,0.0191,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PPRC1,513279,"peroxisome proliferator-activated receptor gamma, coactivator-related 1",,5.314743256,Up,0.0191,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,PRRG4,616767,proline rich and Gla domain 4,,6.671448351,Down,0.0191,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,PTP4A2,614435,"protein tyrosine phosphatase type IVA, member 2",,2.565073206,Down,0.0191,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF2,,S100A16,505679,S100 calcium binding protein A16,,5.700150457,Up,0.0191,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,SMARCA4,414274,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",,8.603955124,Up,0.0191,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,ZCRB1,504536,zinc finger CCHC-type and RNA binding motif containing 1,,3.739900791,Down,0.0191,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,RAP1GDS1,282516,Rap1 GTPase-GDP dissociation stimulator 1,,4.016670173,Down,0.0195,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ZNF215,529157,zinc finger protein 215,,3.40109664,Down,0.0195,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CNOT7,508055,CCR4-NOT transcription complex subunit 7,,3.347304971,Down,0.0196,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,DHFR,508809,dihydrofolate reductase,,4.941674549,Down,0.0199,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,PKM,512571,"pyruvate kinase, muscle",,2.909961367,Up,0.0199,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,RPS2,286867,ribosomal protein S2,,3.031433133,Up,0.0199,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,SCYL2,782059,SCY1 like pseudokinase 2,,2.8108374,Down,0.0199,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,THOC6,100125940,THO complex 6,,44.20078234,Up,0.0199,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ZNF677,525522,zinc finger protein 677,,5.47933192,Down,0.0199,Other,other,1,0,1,1
Srirattana2017_SF2,,RNASEH2A,512830,ribonuclease H2 subunit A,,21.79612855,Up,0.0201,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,DDX5,533700,DEAD-box helicase 5,,2.40994463,Down,0.0202,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,IP6K1,534029,inositol hexakisphosphate kinase 1,,50.52760875,Up,0.0202,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,POLDIP3,512693,DNA polymerase delta interacting protein 3,,6.607021319,Up,0.0202,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,RHOQ,100139988,ras homolog family member Q,,7.835362381,Down,0.0202,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF2,,SUMO1,614967,small ubiquitin-like modifier 1,,3.969617499,Down,0.0202,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,PQLC3,506958,PQ loop repeat containing 3,,5.719939945,Down,0.0203,Other,other,1,0,1,1
Srirattana2017_SF2,,RPS3,326588,ribosomal protein S3,,2.838246712,Up,0.0204,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,SNX11,534567,sorting nexin 11,,61.18050033,Up,0.0204,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,HNRNPDL,534770,heterogeneous nuclear ribonucleoprotein D like,,2.549121255,Down,0.0207,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,MPRIP,533979,myosin phosphatase Rho interacting protein,,38.9621126,Up,0.0207,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ARL6IP6,507137,ADP ribosylation factor like GTPase 6 interacting protein 6,,3.958626626,Down,0.0209,Other,other,1,0,1,1
Srirattana2017_SF2,,CEP170,529230,centrosomal protein 170,,3.732131966,Down,0.0209,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,CISD2,781260,CDGSH iron sulfur domain 2,,7.955761349,Down,0.0209,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,CTSD,282883,cathepsin D,,20.28020035,Up,0.0209,Cytoplasm,peptidase,1,0,1,1
Srirattana2017_SF2,,DBN1,505406,drebrin 1,,4.322901608,Up,0.0209,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ESRRA,507834,estrogen related receptor alpha,,49.4877656,Up,0.0209,Nucleus,ligand-dependent nuclear receptor,1,0,1,1
Srirattana2017_SF2,,LARP7,505053,La ribonucleoprotein domain family member 7,,3.545526797,Down,0.0209,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,POP7,617906,"POP7 homolog, ribonuclease P/MRP subunit",,43.59225711,Up,0.0209,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,RICTOR,527459,RPTOR independent companion of MTOR complex 2,,3.151415544,Down,0.0209,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,GNL1,532528,G protein nucleolar 1 (putative),,31.93352701,Up,0.0211,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PDPR,286844,pyruvate dehydrogenase phosphatase regulatory subunit,,36.75834736,Up,0.0211,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,SLC5A11,539084,solute carrier family 5 member 11,,42.84336822,Up,0.0211,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF2,,SYNGR2,513812,synaptogyrin 2,,41.93258892,Up,0.0211,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,BAZ2A,509799,bromodomain adjacent to zinc finger domain 2A,,3.625047753,Up,0.0214,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CDC27,540660,cell division cycle 27,,3.547985221,Down,0.0214,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,CDV3,504871,CDV3 homolog,,3.528365461,Down,0.0214,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,EEF1G,326581,eukaryotic translation elongation factor 1 gamma,,3.657860358,Up,0.0214,Cytoplasm,translation regulator,1,0,1,1
Srirattana2017_SF2,,LCORL,540095,ligand dependent nuclear receptor corepressor like,,7.037192607,Down,0.0214,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,PPIP5K2,780855,diphosphoinositol pentakisphosphate kinase 2,,3.035638506,Down,0.0214,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF2,,REV3L,517422,"REV3 like, DNA directed polymerase zeta catalytic subunit",,2.975227525,Down,0.0214,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,TAF1D,505533,"TATA-box binding protein associated factor, RNA polymerase I subunit D",,4.626752736,Down,0.0214,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,TOB1,768016,"transducer of ERBB2, 1",,4.793236085,Down,0.0214,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,LAMTOR3,533155,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",,3.567714078,Down,0.0216,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,UBL7,511289,ubiquitin like 7,,55.56097457,Up,0.0218,Other,other,1,0,1,1
Srirattana2017_SF2,,IER3IP1,768079,immediate early response 3 interacting protein 1,,6.160297394,Down,0.0221,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,ACTR3,281597,ARP3 actin related protein 3 homolog,,2.347296357,Down,0.0224,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,B3GNT6,540848,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",,53.63117662,Up,0.0224,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,BCLAF1,540648,BCL2 associated transcription factor 1,,3.058872556,Down,0.0224,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CDK13,511147,cyclin dependent kinase 13,,2.840214717,Down,0.0224,Nucleus,kinase,1,0,1,1
Srirattana2017_SF2,,CEBPZ,507575,CCAAT/enhancer binding protein zeta,,2.622604028,Down,0.0224,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,CKAP2L,507498,cytoskeleton associated protein 2 like,,3.246758324,Down,0.0224,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,CORO7,527934,coronin 7,,35.58013304,Up,0.0224,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,DNAJB9,614588,DnaJ heat shock protein family (Hsp40) member B9,,3.821131746,Down,0.0224,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,EOGT,508782,EGF domain specific O-linked N-acetylglucosamine transferase,,13.5104142,Down,0.0224,Extracellular Space,enzyme,1,0,1,1
Srirattana2017_SF2,,FEM1A,516550,fem-1 homolog A,,34.94465746,Up,0.0224,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,LSM14A,538838,"LSM14A, mRNA processing body assembly factor",,2.550888783,Down,0.0224,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,MITD1,504291,microtubule interacting and trafficking domain containing 1,,8.432731386,Down,0.0224,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,MTFR2,534254,mitochondrial fission regulator 2,,3.03774338,Down,0.0224,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,PCNP,615197,PEST proteolytic signal containing nuclear protein,,2.916018758,Down,0.0224,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,SNAP23,522423,synaptosome associated protein 23,,5.385200277,Down,0.0224,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF2,,SUPT5H,519808,"SPT5 homolog, DSIF elongation factor subunit",,8.532686247,Up,0.0224,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,TKT,445425,transketolase,,4.993322196,Up,0.0224,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,TRRAP,507169,transformation/transcription domain associated protein,,5.123039445,Up,0.0224,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,ALDH4A1,100126042,aldehyde dehydrogenase 4 family member A1,,35.35886351,Up,0.0225,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,ATAD2B,518785,"ATPase family, AAA domain containing 2B",,3.487032958,Down,0.0225,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ATP6AP2,513520,ATPase H+ transporting accessory protein 2,,2.875873066,Down,0.0225,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,KAT5,505619,lysine acetyltransferase 5,,25.97406659,Up,0.0225,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,PTK7,514819,protein tyrosine kinase 7 (inactive),,118.6032719,Up,0.0225,Plasma Membrane,kinase,1,0,1,1
Srirattana2017_SF2,,SLC25A36,510392,solute carrier family 25 member 36,,3.885229982,Down,0.0225,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,PQBP1,534894,polyglutamine binding protein 1,,34.53530357,Up,0.0227,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,MOSPD3,506163,motile sperm domain containing 3,,15.4442724,Up,0.023,Other,other,1,0,1,1
Srirattana2017_SF2,,POMT2,537054,protein O-mannosyltransferase 2,,14.90784687,Up,0.023,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,SPTAN1,540108,"spectrin alpha, non-erythrocytic 1",,4.407620464,Up,0.023,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF2,,TMEM127,513620,transmembrane protein 127,,42.84336822,Up,0.023,Other,other,1,0,1,1
Srirattana2017_SF2,,SEL1L,614959,SEL1L ERAD E3 ligase adaptor subunit,,2.295804828,Down,0.0231,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,KRR1,513714,"KRR1, small subunit processome component homolog",,3.555370725,Down,0.0232,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,PPWD1,517560,peptidylprolyl isomerase domain and WD repeat containing 1,,4.123873275,Down,0.0232,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF2,,SERGEF,534377,secretion regulating guanine nucleotide exchange factor,,36.70742478,Up,0.0232,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,SKA2,615847,spindle and kinetochore associated complex subunit 2,,4.204691636,Down,0.0232,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,SMG5,513598,"SMG5, nonsense mediated mRNA decay factor",,14.95960316,Up,0.0232,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ATP6V0D2,511839,ATPase H+ transporting V0 subunit d2,,2.324628215,Down,0.0234,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,CCDC59,615189,coiled-coil domain containing 59,,3.805273105,Down,0.0234,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,ELF1,505251,E74 like ETS transcription factor 1,,3.251262408,Down,0.0234,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF2,,MSRB1,618441,methionine sulfoxide reductase B1,,38.93511548,Up,0.0234,Other,other,1,0,1,1
Srirattana2017_SF2,,PTGS2,282023,prostaglandin-endoperoxide synthase 2,,3.24226048,Down,0.0234,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF2,,RPS15A,337888,ribosomal protein S15a,,14.39005299,Down,0.0234,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,RRP12,528990,ribosomal RNA processing 12 homolog,,14.04514876,Up,0.0234,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,SPNS1,505997,sphingolipid transporter 1 (putative),,38.58585049,Up,0.0234,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF2,,CSTF3,508491,cleavage stimulation factor subunit 3,,3.662934746,Down,0.0235,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,SNHG3,100505379,small nucleolar RNA host gene 3,,7.857116762,Down,0.0235,Nucleus,other,1,0,1,1
Srirattana2017_SF2,,FLNC,528415,filamin C,,19.13311675,Up,0.0236,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,TMSB4,781334,thymosin beta 10,,9.986644391,Down,0.0236,Cytoplasm,other,1,0,1,1
Srirattana2017_SF2,,BRWD1,540661,bromodomain and WD repeat domain containing 1,,2.930201749,Down,0.0238,Nucleus,transcription regulator,1,0,1,1
